Date,Open,High,Low,Close,Volume
2017-11-09,2.922679901123047,3.6955299377441406,2.844320058822632,3.2817800045013428,10849400
2017-11-10,3.237790107727051,3.5429000854492188,2.6793301105499268,2.878040075302124,6912780
2017-11-11,2.886120080947876,3.15228009223938,2.7999401092529297,2.8943400382995605,4706850
2017-11-12,2.8911800384521484,2.8911800384521484,2.352760076522827,2.5627899169921875,4588840
2017-11-13,2.554800033569336,3.022550106048584,2.550379991531372,2.9153199195861816,4343960
2017-11-14,2.922339916229248,3.269239902496338,2.922339916229248,3.202199935913086,5482700
2017-11-15,3.217210054397583,3.3378400802612305,3.0481600761413574,3.1752400398254395,6393910
2017-11-16,3.202130079269409,3.384690046310425,3.0400400161743164,3.116339921951294,6284450
2017-11-17,3.1445600986480713,3.2179501056671143,2.8147099018096924,3.025830030441284,5244370
2017-11-18,2.9231200218200684,3.49576997756958,2.8691599369049072,3.2169299125671387,7024050
2017-11-19,3.217170000076294,3.3814799785614014,3.0476200580596924,3.17864990234375,5664570
2017-11-20,3.1379799842834473,3.2161900997161865,3.0933799743652344,3.1342499256134033,4333500
2017-11-21,3.1378700733184814,3.159369945526123,2.93149995803833,3.09483003616333,4817970
2017-11-22,3.0980000495910645,3.1556100845336914,3.0183699131011963,3.105609893798828,4599140
2017-11-23,3.1089398860931396,3.1363000869750977,2.8964500427246094,2.9947800636291504,4745500
2017-11-24,2.997270107269287,3.1217000484466553,2.8838798999786377,3.068049907684326,4458740
2017-11-25,3.0614399909973145,3.2422900199890137,3.0229499340057373,3.1845099925994873,5464570
2017-11-26,3.1747798919677734,3.614680051803589,3.158479928970337,3.5055699348449707,8287350
2017-11-27,3.5024099349975586,4.036109924316406,3.388859987258911,3.797300100326538,11968500
2017-11-28,3.785559892654419,3.823430061340332,3.4369499683380127,3.4456300735473633,8862270
2017-11-29,3.4321999549865723,3.4771499633789062,2.8243000507354736,2.8820700645446777,8716500
2017-11-30,2.9313199520111084,3.233649969100952,2.7590200901031494,3.0986599922180176,5214380
2017-12-01,3.0856900215148926,3.4427599906921387,2.9941699504852295,3.4427599906921387,5403540
2017-12-02,3.453900098800659,3.652100086212158,3.2720799446105957,3.64805006980896,7644860
2017-12-03,3.656719923019409,4.4430999755859375,3.656719923019409,4.036439895629883,17631100
2017-12-04,4.069029808044434,4.207880020141602,3.744029998779297,4.1942901611328125,11746700
2017-12-05,4.171669960021973,4.9315900802612305,4.106329917907715,4.642590045928955,19105600
2017-12-06,4.6903300285339355,4.821380138397217,3.9565699100494385,4.187439918518066,19105200
2017-12-07,4.156519889831543,4.437419891357422,3.6164400577545166,3.696039915084839,15282900
2017-12-08,3.6520700454711914,4.307439804077148,3.281409978866577,3.9619500637054443,11599200
2017-12-09,4.040679931640625,4.134260177612305,3.5053699016571045,3.802150011062622,8255300
2017-12-10,3.806619882583618,3.806619882583618,3.2192399501800537,3.48934006690979,7807360
2017-12-11,3.4752299785614014,3.890899896621704,3.4535601139068604,3.7821900844573975,8713230
2017-12-12,3.7964398860931396,4.386229991912842,3.70592999458313,4.318769931793213,13228600
2017-12-13,4.340280055999756,4.860809803009033,4.06387996673584,4.451129913330078,11614400
2017-12-14,4.427450180053711,4.803909778594971,4.270840167999268,4.532760143280029,9579810
2017-12-15,4.555890083312988,4.631350040435791,4.0312700271606445,4.2796101570129395,9253540
2017-12-16,4.27023983001709,5.124680042266846,4.27023983001709,5.037230014801025,13104400
2017-12-17,5.021049976348877,6.452579975128174,4.974319934844971,5.988369941711426,29273600
2017-12-18,6.054019927978516,6.931600093841553,5.638299942016602,6.931600093841553,17147600
2017-12-19,6.8859100341796875,7.2540998458862305,5.883399963378906,6.338160037994385,16029900
2017-12-20,6.331639766693115,8.636910438537598,5.412079811096191,7.404970169067383,43849700
2017-12-21,7.435359954833984,9.11417007446289,7.326539993286133,7.88769006729126,20930800
2017-12-22,7.891499996185303,8.196629524230957,4.230050086975098,5.8082499504089355,14696000
2017-12-23,5.88716983795166,7.434619903564453,5.837540149688721,6.624199867248535,11832700
2017-12-24,6.706709861755371,6.8288798332214355,5.4657697677612305,6.357210159301758,13022700
2017-12-25,6.385900020599365,7.692880153656006,6.114809989929199,7.1556901931762695,23011600
2017-12-26,7.234220027923584,8.516420364379883,7.16487979888916,7.851570129394531,23922600
2017-12-27,7.72091007232666,7.8368000984191895,7.097430229187012,7.413980007171631,16932900
2017-12-28,7.498030185699463,7.703519821166992,6.097700119018555,6.853240013122559,12237300
2017-12-29,6.917970180511475,7.951250076293945,6.696780204772949,7.875249862670898,20619200
2017-12-30,7.926770210266113,7.926770210266113,6.165929794311523,6.639619827270508,11589400
2017-12-31,6.735479831695557,7.214680194854736,6.356180191040039,7.0423197746276855,12313300
2018-01-01,7.037169933319092,7.790919780731201,6.735079765319824,7.606259822845459,19811000
2018-01-02,7.5832200050354,8.46953010559082,6.985610008239746,7.871809959411621,27221700
2018-01-03,7.869699954986572,8.029239654541016,7.138020038604736,7.593850135803223,18263600
2018-01-04,7.598879814147949,7.662169933319092,6.847219944000244,7.11653995513916,22264600
2018-01-05,7.034090042114258,7.747379779815674,6.414100170135498,6.8120198249816895,22767100
2018-01-06,6.854420185089111,7.940380096435547,6.367559909820557,7.863110065460205,16974400
2018-01-07,7.817480087280273,8.54146957397461,7.598849773406982,8.05366039276123,21368600
2018-01-08,8.047149658203125,8.314740180969238,6.698939800262451,7.97898006439209,18495700
