draw,window,mult,qqq,spy
0,2006-01-01_3,0.9830864962082075,0.7012217285578943,0.7104665018018684
0,2006-01-01_5,1.5845156980735549,1.3177548206390415,1.119201179609557
0,2006-01-01_10,2.403523304858799,2.2073485392165613,1.6816853341827551
0,2006-01-01_end,5.399776157546156,9.110805024106757,4.726433944108148
0,2006-04-01_3,0.6801193698368849,0.7529949177808238,0.6704489206807868
0,2006-04-01_5,1.3032910523422685,1.3782683848134951,1.1879830183304114
0,2006-04-01_10,1.8717457845323535,2.1455583381851713,1.696656137027515
0,2006-04-01_end,7.07290746612592,9.010619394517985,4.6957656437755
0,2006-07-01_3,0.79503740774014,0.9022638393449226,0.7901571455615318
0,2006-07-01_5,4.04788439448443,1.365294107998742,1.1911424362585004
0,2006-07-01_10,3.9154225972271903,2.0545745399410404,1.7021523924789013
0,2006-07-01_end,7.273285127891173,8.84463709139298,4.643679561179383
0,2006-10-01_3,0.9240942040991305,1.013570658692704,0.9017838603032378
0,2006-10-01_5,1.0248233026898494,1.216944003385004,1.0099783660039425
0,2006-10-01_10,1.8776334573381028,2.204209034079781,1.7382220622977522
0,2006-10-01_end,5.881766725756659,8.674644924115547,4.598504451292894
0,2007-01-01_3,1.0042300783040636,1.1303496442443945,0.9922619534547724
0,2007-01-01_5,1.2092683880993413,1.282865501871632,1.1275561418433728
0,2007-01-01_10,1.9497857541006711,2.1564128807253513,1.78184955243687
0,2007-01-01_end,4.39796112355156,8.548061304838338,4.562466682268793
0,2007-04-01_3,1.1686900046837716,1.1879345048146392,1.0683224390181416
0,2007-04-01_5,1.3584029388214207,1.5283678472940447,1.2683695711384955
0,2007-04-01_10,2.084436524552032,2.360650361801262,1.863905320405516
0,2007-04-01_end,6.5797427208253305,8.417654788445562,4.528812883868519
0,2007-07-01_3,14.49351865456117,1.0514490917505024,0.9500944536919488
0,2007-07-01_5,4.836009344546231,1.4303201391278086,1.2293608031997147
0,2007-07-01_10,3.9633867949044097,2.401782986587343,1.8939239116121833
0,2007-07-01_end,7.14812729655799,8.279888688339128,4.4912629365944285
0,2007-10-01_3,1.1664563783486486,1.2141382828722538,1.0837395758758108
0,2007-10-01_5,1.3385622257856276,1.5090016004392468,1.3101146183629206
0,2007-10-01_10,2.191825180325083,2.485944141931632,1.9524884939007816
0,2007-10-01_end,5.862849386930767,8.151461246498783,4.456256039468383
0,2008-01-01_3,1.2902619070359502,1.3529167234559276,1.2093998158205377
0,2008-01-01_5,1.3744289799214224,1.4333171608745288,1.3012261049283953
0,2008-01-01_10,2.2817601963475846,2.6122806092540842,2.055424619431777
0,2008-01-01_end,6.45928330900752,8.058180213540078,4.42746418522149
0,2008-04-01_3,9.435130867765674,1.4058080278180496,1.2819010829145085
0,2008-04-01_5,5.992243958979796,1.4816992584514952,1.4172249369556906
0,2008-04-01_10,3.7833594389428074,2.6167064827651756,1.9978683788337177
0,2008-04-01_end,6.56991473520859,7.914244662302973,4.381185808191391
0,2008-07-01_3,1.4317317148024824,1.4027621779991772,1.2986302943100028
0,2008-07-01_5,1.5816273185400818,1.5299410618025349,1.4630387973561505
0,2008-07-01_10,2.1864701533650597,2.73881825526379,2.0369912603630884
0,2008-07-01_end,4.256272819752942,7.779234277888158,4.342330124360827
0,2008-10-01_3,1.1713691676978273,1.2499842509316899,1.095523720914608
0,2008-10-01_5,1.6901995539322572,1.659945849282049,1.5133154938269908
0,2008-10-01_10,2.2812287013927226,2.8814347468148553,2.1499640759822065
0,2008-10-01_end,4.167514317259733,7.622643015979564,4.2847468932028
0,2009-01-01_3,4.797659945503445,1.261496848612814,1.1860656269587908
0,2009-01-01_5,6.898936998151678,1.7411522793798777,1.5995670131557134
0,2009-01-01_10,3.303127767138173,2.2776880944691063,1.7913781395744532
0,2009-01-01_end,7.1596570282572065,7.3385234842495395,4.185498916373961
0,2009-04-01_3,3.309111313877122,1.4215008445004886,1.2674924852394787
0,2009-04-01_5,4.187709512575706,1.6665443710404602,1.558435524753547
0,2009-04-01_10,2.804003559756426,2.5462942694836657,1.9747526022778576
0,2009-04-01_end,5.091494645349121,7.026393503850885,4.061782497230279
0,2009-07-01_3,1.214008769008732,1.2786190098918553,1.1838079406849005
0,2009-07-01_5,1.7059735319988296,1.6872639524667354,1.571613004154601
0,2009-07-01_10,2.263696342025471,2.526970928232765,1.9785433907591214
0,2009-07-01_end,4.481624766595923,6.770781854451471,3.9562695173991194
0,2009-10-01_3,1.2313280358744998,1.304688371532362,1.2180260054395666
0,2009-10-01_5,1.5779422194567752,1.6488444810167109,1.4955790717366506
0,2009-10-01_10,2.034720461084205,2.397482206851656,1.9050981938963485
0,2009-10-01_end,4.317288182261046,6.565700192672211,3.869888998657935
0,2010-01-01_3,1.2026945933073099,1.199896879820935,1.1762661342584924
0,2010-01-01_5,1.590927125573087,1.68053995078343,1.5353223762038168
0,2010-01-01_10,2.0356288076492883,2.6145026446716413,2.034903701770382
0,2010-01-01_end,3.6695572148638025,6.3629400789153365,3.7849645772485254
0,2010-04-01_3,1.2721066553779496,1.2240157706054908,1.2618732082816602
0,2010-04-01_5,1.567356045834479,1.6463099667841155,1.4961329302130009
0,2010-04-01_10,1.503604790139989,2.1617517827430714,1.5213505132050689
0,2010-04-01_end,4.887944987155219,6.188713626189305,3.7109226530910164
0,2010-07-01_3,1.3392889669512356,1.2380155021548207,1.268451950597943
0,2010-07-01_5,1.5110547380697814,1.6235674050520223,1.4647627866611777
0,2010-07-01_10,1.6763538196632544,2.8566203934326135,1.8705677743167888
0,2010-07-01_end,3.1942125850667966,6.022467715854263,3.639365917682506
0,2010-10-01_3,1.3272072049954877,1.3132211361864052,1.2809668092958575
0,2010-10-01_5,1.3598054525528012,1.4677564169115371,1.3107106723702815
0,2010-10-01_10,1.8350872056185965,3.0697377128647942,1.967985797426754
0,2010-10-01_end,3.815633008940069,5.820736790756954,3.550033359188467
0,2011-01-01_3,1.45414103740078,1.399121049132819,1.3569968920716318
0,2011-01-01_5,1.4828543172787683,1.5470920968580182,1.3545687640584345
0,2011-01-01_10,2.221336172331138,3.2747041494758107,2.1210763929938286
0,2011-01-01_end,3.5014093631616,5.650313573403254,3.470898229119472
0,2011-04-01_3,1.3968790679335212,1.3754493127114051,1.345744067157732
0,2011-04-01_5,1.348317821287912,1.4819229446396822,1.3478637862420748
0,2011-04-01_10,2.0993298167881744,3.2626787703896833,2.2141096370462
0,2011-04-01_end,2.9917061888809156,5.520454560879953,3.413611725889257
0,2011-07-01_3,1.4340100607524486,1.409560897295057,1.3663955942667252
0,2011-07-01_5,1.4626493474870534,1.4020781055696288,1.3347746987235698
0,2011-07-01_10,2.543275294110553,3.4204071774698077,2.3125674708167017
0,2011-07-01_end,4.369862014564418,5.3659759048430065,3.346342765120453
0,2011-10-01_3,1.3173312715961778,1.3809369685547468,1.29953562664176
0,2011-10-01_5,1.3927627990445512,1.482099743600961,1.335441214565096
0,2011-10-01_10,2.277039926076043,3.3219450577210092,2.2565089070000157
0,2011-10-01_end,3.8954655960835893,5.201105235608572,3.267173513992399
0,2012-01-01_3,1.3334973856461472,1.3954947362259749,1.3156482068481443
0,2012-01-01_5,1.3287314312615952,1.4209086069911723,1.3376232203206988
0,2012-01-01_10,2.2253870323504676,3.502989875931517,2.3837588609995177
0,2012-01-01_end,2.8435970618264417,5.046634304413969,3.192333733578976
0,2012-04-01_3,1.3719180298401337,1.3606125412039145,1.26972911296064
0,2012-04-01_5,1.420080318636032,1.530201910405128,1.370207435124269
0,2012-04-01_10,2.21514872969629,3.058422341256419,2.2055350419788735
0,2012-04-01_end,3.587290263999489,4.906967189313026,3.1251514614222757
0,2012-07-01_3,1.2739319435143206,1.3375041478159846,1.2326505785738804
0,2012-07-01_5,1.4152439138866066,1.5295943991943235,1.3618195437526877
0,2012-07-01_10,1.7624180385471788,2.288674455177851,1.8011537830850186
0,2012-07-01_end,2.940297615556814,4.761194448972816,3.0524993810472627
0,2012-10-01_3,1.1294807975958012,1.2171638004530887,1.1053336388685444
0,2012-10-01_5,1.4005535750982885,1.556105682255536,1.374151675163435
0,2012-10-01_10,1.6216860371387296,2.0832735005434664,1.6384188935653508
0,2012-10-01_end,2.91445644120931,4.62257573535486,2.9822752869658498
0,2013-01-01_3,1.1173122516909364,1.2730670835454578,1.1365114844436388
0,2013-01-01_5,1.4363938719343203,1.5977179156336803,1.4165258040144422
0,2013-01-01_10,1.758466007435382,1.996438854645204,1.7082841022627389
0,2013-01-01_end,2.6342029870890036,4.495332101776105,2.923660290345859
0,2013-04-01_3,1.1410702769071752,1.2106276108896672,1.128732046651499
0,2013-04-01_5,1.3874163824043158,1.57151895109421,1.3559426479580357
0,2013-04-01_10,1.7584367449366751,2.3118794483239884,1.781976693305789
